0.01,-14.953,2.35
0.02,-2.246,2.364
0.03,14.635,2.34
0.04,4.317,2.325
0.05,-14.024,2.35
0.06,-6.301,2.379
0.07,13.133,2.355
0.08,8.159,2.311
0.09,-11.978,2.33
0.1,-9.853,2.369
0.11,10.584,2.345
0.12,11.351,2.291
0.13,-8.979,2.306
0.14,-12.621,2.35
0.15,7.193,2.34
0.16,13.639,2.277
0.17,-5.263,2.267
0.18,-14.383,2.306
0.19,3.229,2.311
0.2,14.84,2.267
0.21,-1.129,2.262
0.22,-15,2.306
0.23,-0.993,2.33
0.24,14.859,2.301
0.25,3.095,2.281
0.26,-14.421,2.306
0.27,-5.136,2.34
0.28,13.695,2.301
0.29,7.073,2.262
0.3,-12.694,2.281
0.31,-8.869,2.325
0.32,11.44,2.301
0.33,10.487,2.247
0.34,-9.956,2.252
0.35,-11.896,2.281
0.36,8.273,2.262
0.37,13.066,2.198
0.38,-6.424,2.193
0.39,-13.975,2.228
0.4,4.447,2.213
0.41,14.604,2.169
0.42,-2.381,2.164
0.43,-14.941,2.208
0.44,0.267,2.223
0.45,14.979,2.198
0.46,1.852,2.184
0.47,-14.717,2.213
0.48,-3.934,2.237
0.49,14.16,2.203
0.5,5.937,2.164
0.51,-13.32,2.193
0.52,-7.822,2.228
0.53,12.214,2.208
0.54,9.55,2.174
0.55,-10.863,2.193
0.56,-11.086,2.237
0.57,9.294,2.213
0.58,12.401,2.164
0.59,-7.54,2.179
0.6,-13.468,2.242
0.61,5.635,2.242
0.62,14.265,2.198
0.63,-3.616,2.203
0.64,-14.777,2.252
0.65,1.526,2.262
0.66,14.993,2.213
0.67,0.595,2.203
0.68,-14.909,2.247
0.69,-2.704,2.262
0.7,14.526,2.247
0.71,4.76,2.213
0.72,-13.853,2.252
0.73,-6.719,2.286
0.74,12.902,2.267
0.75,8.545,2.218
0.76,-11.693,2.247
0.77,-10.199,2.277
0.78,10.25,2.257
0.79,11.649,2.208
0.8,-8.602,2.213
0.81,-12.866,2.267
0.82,6.782,2.252
0.83,13.825,2.198
0.84,-4.826,2.198
0.85,-14.508,2.247
0.86,2.774,2.247
0.87,14.901,2.208
0.88,-0.665,2.208
0.89,-14.995,2.262
0.9,-1.456,2.272
0.91,14.789,2.247
0.92,3.548,2.208
0.93,-14.287,2.247
0.94,-5.569,2.277
0.95,13.499,2.262
0.96,7.479,2.237
0.97,-12.441,2.262
0.98,-9.239,2.325
0.99,11.134,2.306
1,10.814,2.262
1.01,-9.604,2.277
1.02,-12.173,2.335
1.03,7.882,2.311
1.04,13.288,2.257
1.05,-6.002,2.252
1.06,-14.137,2.286
1.07,4.002,2.281
1.08,14.703,2.237
1.09,-1.921,2.223
1.1,-14.975,2.257
1.11,-0.197,2.252
1.12,14.947,2.218
1.13,2.312,2.208
1.14,-14.62,2.262
1.15,-4.38,2.325
1.16,14,2.306
1.17,6.361,2.277
1.18,-13.101,2.311
1.19,-8.214,2.364
1.2,11.938,2.379
1.21,9.903,2.355
1.22,-10.537,2.369
1.23,-11.394,2.413
1.24,8.925,2.404
1.25,12.657,2.355
1.26,-7.135,2.364
1.27,-13.666,2.408
1.28,5.201,2.408
1.29,14.402,2.35
1.3,-3.164,2.345
1.31,-14.85,2.369
1.32,1.063,2.379
1.33,15,2.34
1.34,1.059,2.325
1.35,-14.85,2.364
1.36,-3.16,2.408
1.37,14.403,2.399
1.38,5.198,2.374
1.39,-13.668,2.399
1.4,-7.131,2.443
1.41,12.659,2.423
1.42,8.922,2.379
1.43,-11.397,2.404
1.44,-10.535,2.447
1.45,9.906,2.428
1.46,11.936,2.35
1.47,-8.218,2.311
1.48,-13.099,2.33
1.49,6.365,2.32
1.5,13.999,2.267
1.51,-4.384,2.262
1.52,-14.619,2.311
1.53,2.316,2.325
1.54,14.947,2.262
1.55,-0.201,2.213
1.56,-14.975,2.237
1.57,-1.917,2.257
1.58,14.704,2.213
1.59,3.998,2.193
1.6,-14.138,2.213
1.61,-5.998,2.252
1.62,13.29,2.213
1.63,7.878,2.184
1.64,-12.175,2.198
1.65,-9.601,2.262
1.66,10.817,2.291
1.67,11.131,2.267
1.68,-9.242,2.281
1.69,-12.439,2.34
1.7,7.483,2.33
1.71,13.497,2.267
1.72,-5.573,2.272
1.73,-14.286,2.345
1.74,3.552,2.369
1.75,14.788,2.35
1.76,-1.46,2.345
1.77,-14.995,2.384
1.78,-0.661,2.399
1.79,14.901,2.369
1.8,2.77,2.35
1.81,-14.509,2.384
1.82,-4.822,2.418
1.83,13.827,2.394
1.84,6.778,2.364
1.85,-12.868,2.379
1.86,-8.599,2.428
1.87,11.652,2.413
1.88,10.247,2.364
1.89,-10.202,2.384
1.9,-11.691,2.428
1.91,8.548,2.418
1.92,12.9,2.345
1.93,-6.723,2.291
1.94,-13.851,2.306
1.95,4.763,2.296
1.96,14.525,2.252
1.97,-2.708,2.252
1.98,-14.908,2.277
1.99,0.599,2.291
2,14.993,2.272
2.01,1.522,2.267
2.02,-14.778,2.301
2.03,-3.612,2.325
2.04,14.267,2.281
2.05,5.631,2.228
2.06,-13.47,2.252
