0.01,-10.277,2.545
0.02,-0.822,2.457
0.03,9.02,2.345
0.04,14.62,2.267
0.05,13.344,2.267
0.06,5.792,2.345
0.07,-4.484,2.438
0.08,-12.651,2.54
0.09,-14.868,2.57
0.1,-10.092,2.54
0.11,-0.57,2.452
0.12,9.22,2.345
0.13,14.674,2.267
0.14,13.227,2.267
0.15,5.558,2.34
0.16,-4.724,2.443
0.17,-12.785,2.54
0.18,-14.832,2.565
0.19,-9.904,2.54
0.2,-0.318,2.447
0.21,9.418,2.34
0.22,14.724,2.267
0.23,13.106,2.267
0.24,5.323,2.34
0.25,-4.963,2.438
0.26,-12.915,2.54
0.27,-14.793,2.565
0.28,-9.713,2.535
0.29,-0.066,2.447
0.3,9.613,2.34
0.31,14.77,2.262
0.32,12.981,2.262
0.33,5.087,2.34
0.34,-5.2,2.443
0.35,-13.041,2.54
0.36,-14.749,2.565
0.37,-9.52,2.535
0.38,0.187,2.443
0.39,9.805,2.34
0.4,14.812,2.262
0.41,12.853,2.262
0.42,4.849,2.34
0.43,-5.436,2.443
0.44,-13.164,2.535
0.45,-14.701,2.56
0.46,-9.324,2.526
0.47,0.439,2.438
0.48,9.995,2.325
0.49,14.85,2.252
0.5,12.721,2.262
0.51,4.609,2.34
0.52,-5.67,2.433
0.53,-13.283,2.535
0.54,-14.649,2.555
0.55,-9.125,2.521
0.56,0.691,2.428
0.57,10.181,2.325
0.58,14.883,2.252
0.59,12.586,2.262
0.6,4.369,2.34
0.61,-5.903,2.443
0.62,-13.398,2.54
0.63,-14.592,2.555
0.64,-8.923,2.521
0.65,0.943,2.428
0.66,10.365,2.316
0.67,14.913,2.252
0.68,12.447,2.257
0.69,4.127,2.34
0.7,-6.134,2.443
0.71,-13.51,2.54
0.72,-14.532,2.555
0.73,-8.719,2.521
0.74,1.194,2.428
0.75,10.546,2.316
0.76,14.938,2.262
0.77,12.304,2.262
0.78,3.884,2.345
0.79,-6.363,2.447
0.8,-13.618,2.54
0.81,-14.467,2.565
0.82,-8.513,2.531
0.83,1.445,2.433
0.84,10.724,2.33
0.85,14.959,2.267
0.86,12.158,2.277
0.87,3.64,2.35
0.88,-6.591,2.452
0.89,-13.721,2.545
0.9,-14.399,2.565
0.91,-8.304,2.521
0.92,1.696,2.423
0.93,10.899,2.32
0.94,14.975,2.262
0.95,12.009,2.267
0.96,3.394,2.35
0.97,-6.816,2.452
0.98,-13.821,2.54
0.99,-14.326,2.56
1,-8.093,2.516
1.01,1.947,2.423
1.02,11.07,2.316
1.03,14.988,2.257
1.04,11.856,2.267
1.05,3.148,2.35
1.06,-7.04,2.452
1.07,-13.917,2.54
1.08,-14.249,2.555
1.09,-7.879,2.516
1.1,2.196,2.418
1.11,11.239,2.311
1.12,14.996,2.257
1.13,11.7,2.267
1.14,2.901,2.35
1.15,-7.262,2.457
1.16,-14.01,2.545
1.17,-14.168,2.56
1.18,-7.664,2.511
1.19,2.446,2.418
1.2,11.404,2.311
1.21,15,2.262
1.22,11.54,2.272
1.23,2.653,2.35
1.24,-7.481,2.452
1.25,-14.098,2.545
1.26,-14.083,2.56
1.27,-7.446,2.511
