0.01,9.381,-3.522
0.02,9.614,-3.351
0.03,9.793,-3.156
0.04,9.917,-2.965
0.05,9.986,-2.75
0.06,9.998,-2.55
0.07,9.954,-2.335
0.08,9.854,-2.11
0.09,9.698,-1.895
0.1,9.488,-1.671
0.11,9.225,-1.441
0.12,8.91,-1.212
0.13,8.545,-0.977
0.14,8.132,-0.738
0.15,7.673,-0.518
0.16,7.171,-0.308
0.17,6.628,-0.088
0.18,6.048,0.122
0.19,5.435,0.308
0.2,4.79,0.489
0.21,4.119,0.65
0.22,3.425,0.796
0.23,2.711,0.938
0.24,1.982,1.065
0.25,1.242,1.172
0.26,0.495,1.27
0.27,-0.254,1.329
0.28,-1.003,1.383
0.29,-1.745,1.407
0.3,-2.478,1.422
0.31,-3.197,1.422
0.32,-3.898,1.402
0.33,-4.577,1.368
0.34,-5.231,1.324
0.35,-5.855,1.255
0.36,-6.446,1.172
0.37,-7,1.07
0.38,-7.516,0.953
0.39,-7.989,0.826
0.4,-8.417,0.689
0.41,-8.798,0.532
0.42,-9.129,0.371
0.43,-9.41,0.191
0.44,-9.637,0
0.45,-9.81,-0.22
0.46,-9.928,-0.425
0.47,-9.99,-0.645
0.48,-9.996,-0.874
0.49,-9.945,-1.099
0.5,-9.839,-1.343
0.51,-9.678,-1.578
0.52,-9.462,-1.812
0.53,-9.192,-2.037
0.54,-8.872,-2.267
0.55,-8.501,-2.491
0.56,-8.082,-2.711
0.57,-7.618,-2.921
0.58,-7.112,-3.136
0.59,-6.565,-3.327
0.6,-5.981,-3.503
0.61,-5.364,-3.693
0.62,-4.716,-3.85
0.63,-4.042,-3.991
0.64,-3.346,-4.138
0.65,-2.63,-4.255
0.66,-1.9,-4.367
0.67,-1.159,-4.46
0.68,-0.411,-4.543
0.69,0.338,-4.587
0.7,1.086,-4.651
0.71,1.828,-4.67
0.72,2.56,-4.67
0.73,3.277,-4.665
0.74,3.975,-4.646
0.75,4.652,-4.592
0.76,5.302,-4.548
0.77,5.922,-4.489
0.78,6.51,-4.416
0.79,7.06,-4.333
0.8,7.571,-4.226
0.81,8.039,-4.099
0.82,8.462,-3.967
0.83,8.838,-3.835
0.84,9.163,-3.674
0.85,9.438,-3.498
0.86,9.659,-3.322
0.87,9.826,-3.141
0.88,9.937,-2.926
0.89,9.993,-2.726
0.9,9.993,-2.516
0.91,9.936,-2.311
0.92,9.824,-2.076
0.93,9.656,-1.856
0.94,9.434,-1.632
0.95,9.159,-1.407
0.96,8.833,-1.172
0.97,8.456,-0.938
0.98,8.033,-0.708
0.99,7.564,-0.484
1,7.052,-0.278
1.01,6.501,-0.059
1.02,5.914,0.142
1.03,5.293,0.332
1.04,4.642,0.513
1.05,3.965,0.674
1.06,3.266,0.816
1.07,2.549,0.957
1.08,1.817,1.08
1.09,1.075,1.182
1.1,0.327,1.265
1.11,-0.422,1.329
1.12,-1.17,1.378
1.13,-1.911,1.392
1.14,-2.641,1.402
1.15,-3.356,1.392
1.16,-4.052,1.373
1.17,-4.726,1.334
1.18,-5.373,1.29
1.19,-5.99,1.216
1.2,-6.573,1.128
1.21,-7.119,1.026
1.22,-7.626,0.899
1.23,-8.089,0.782
1.24,-8.507,0.635
1.25,-8.877,0.474
1.26,-9.197,0.298
1.27,-9.465,0.117
1.28,-9.68,-0.078
1.29,-9.841,-0.293
1.3,-9.946,-0.503
1.31,-9.996,-0.718
1.32,-9.989,-0.938
1.33,-9.926,-1.182
1.34,-9.808,-1.412
1.35,-9.634,-1.651
1.36,-9.406,-1.891
1.37,-9.125,-2.106
1.38,-8.793,-2.34
1.39,-8.411,-2.574
1.4,-7.982,-2.775
1.41,-7.508,-3
1.42,-6.992,-3.2
1.43,-6.437,-3.39
1.44,-5.846,-3.576
1.45,-5.221,-3.737
1.46,-4.568,-3.903
1.47,-3.888,-4.05
1.48,-3.187,-4.187
1.49,-2.468,-4.304
1.5,-1.735,-4.406
1.51,-0.992,-4.485
1.52,-0.243,-4.558
1.53,0.506,-4.617
1.54,1.253,-4.67
1.55,1.993,-4.675
1.56,2.722,-4.68
1.57,3.435,-4.67
1.58,4.129,-4.646
1.59,4.8,-4.592
1.6,5.444,-4.548
1.61,6.057,-4.48
1.62,6.636,-4.406
1.63,7.178,-4.328
1.64,7.68,-4.216
1.65,8.138,-4.089
1.66,8.551,-3.957
1.67,8.915,-3.806
1.68,9.229,-3.644
1.69,9.492,-3.483
1.7,9.701,-3.293
1.71,9.856,-3.102
1.72,9.955,-2.902
1.73,9.998,-2.697
1.74,9.985,-2.482
1.75,9.916,-2.267
1.76,9.791,-2.047
1.77,9.611,-1.827
1.78,9.377,-1.602
1.79,9.09,-1.368
1.8,8.752,-1.138
1.81,8.365,-0.904
1.82,7.931,-0.679
1.83,7.453,-0.44
1.84,6.932,-0.244
1.85,6.373,-0.024
1.86,5.777,0.176
1.87,5.149,0.352
1.88,4.493,0.537
1.89,3.811,0.689
1.9,3.107,0.83
1.91,2.386,0.972
1.92,1.652,1.099
1.93,0.908,1.197
1.94,0.159,1.275
1.95,-0.59,1.334
1.96,-1.337,1.373
1.97,-2.075,1.392
1.98,-2.803,1.397
1.99,-3.514,1.392
2,-4.206,1.358
2.01,-4.874,1.324
2.02,-5.514,1.265
2.03,-6.124,1.192
2.04,-6.699,1.099
2.05,-7.236,0.982
2.06,-7.733,0.865
2.07,-8.187,0.738
2.08,-8.594,0.596
2.09,-8.953,0.43
2.1,-9.261,0.259
2.11,-9.518,0.068
2.12,-9.721,-0.132
2.13,-9.87,-0.352
2.14,-9.962,-0.562
2.15,-9.999,-0.787
2.16,-9.98,-1.011
2.17,-9.905,-1.241
2.18,-9.773,-1.485
2.19,-9.587,-1.715
2.2,-9.347,-1.944
2.21,-9.055,-2.174
2.22,-8.711,-2.404
2.23,-8.319,-2.628
