0.01,-8.408,7.303
0.02,-5.073,7.088
0.03,-1.423,6.883
0.04,2.316,6.712
0.05,5.91,6.571
0.06,9.137,6.473
0.07,11.796,6.458
0.08,13.722,6.502
0.09,14.794,6.58
0.1,14.947,6.722
0.11,14.17,6.869
0.12,12.512,7.059
0.13,10.076,7.235
0.14,7.014,7.44
0.15,3.516,7.655
0.16,-0.201,7.841
0.17,-3.906,8.007
0.18,-7.367,8.124
0.19,-10.371,8.178
0.2,-12.73,8.173
0.21,-14.297,8.1
0.22,-14.975,7.997
0.23,-14.723,7.846
0.24,-13.555,7.694
0.25,-11.544,7.494
0.26,-8.815,7.308
0.27,-5.538,7.093
0.28,-1.917,6.878
0.29,1.823,6.702
0.3,5.45,6.556
0.31,8.738,6.458
0.32,11.483,6.429
0.33,13.513,6.453
0.34,14.704,6.551
0.35,14.98,6.668
0.36,14.326,6.82
0.37,12.78,7
0.38,10.44,7.171
0.39,7.45,7.367
0.4,3.998,7.572
0.41,0.297,7.758
0.42,-3.423,7.938
0.43,-6.93,8.07
0.44,-10.006,8.134
0.45,-12.459,8.134
0.46,-14.138,8.07
0.47,-14.939,7.958
0.48,-14.81,7.811
0.49,-13.76,7.66
0.5,-11.855,7.465
0.51,-9.213,7.284
0.52,-5.998,7.069
0.53,-2.41,6.849
0.54,1.328,6.663
0.55,4.983,6.507
0.56,8.328,6.395
0.57,11.156,6.351
0.58,13.29,6.37
0.59,14.598,6.458
0.6,14.998,6.575
0.61,14.465,6.727
0.62,13.033,6.893
0.63,10.791,7.084
0.64,7.878,7.289
0.65,4.475,7.489
0.66,0.794,7.694
0.67,-2.937,7.86
0.68,-6.485,7.997
0.69,-9.629,8.075
0.7,-12.175,8.095
0.71,-13.964,8.056
0.72,-14.885,7.953
0.73,-14.881,7.821
0.74,-13.951,7.675
0.75,-12.154,7.479
0.76,-9.601,7.303
0.77,-6.451,7.084
0.78,-2.9,6.869
0.79,0.831,6.688
0.8,4.511,6.532
0.81,7.91,6.409
0.82,10.817,6.365
0.83,13.052,6.375
0.84,14.475,6.453
0.85,14.998,6.571
0.86,14.589,6.722
0.87,13.273,6.883
0.88,11.131,7.069
0.89,8.297,7.279
0.9,4.948,7.465
0.91,1.291,7.68
0.92,-2.447,7.851
0.93,-6.032,7.997
0.94,-9.242,8.075
0.95,-11.878,8.095
0.96,-13.775,8.07
0.97,-14.816,7.978
0.98,-14.935,7.851
0.99,-14.126,7.699
